latitude,longitude,tanggal,kelurahan,kecamatan,wilayah
-6.160567,106.838119,15 Mei 2017,Kemayoran ,Kemayoran, Kota Administrasi Jakarta Pusat
-6.133987,106.815616,15 Mei 2017,Pinangsia,Tamansari, Kota Administrasi Jakarta Barat
-6.229471,106.846677,16 Mei 2017,Menteng dalam,Tebet, Kota Administrasi Jakarta Selatan
-6.175797,106.93383,16 Mei 2017,Sukapura,Cilincing, Kota Administrasi Jakarta Utara
-6.184086,106.785274,16 Mei 2017,Tanjung Duren Selatan,Grogol Petamburan, Kota Administrasi Jakarta Barat
-6.139408,106.847272,17 Mei 2017,Pademangan Timur,Pademangan, Kota Administrasi Jakarta Utara
-6.150573,106.925176,18 Mei 2017,Sukapura,Cilincing, Kota Administrasi Jakarta Utara
-6.160957,106.876558,17 Mei 2017,Sunter Jaya,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.243497,106.937097,18 Mei 2017,Pondok Kelapa,Duren Sawit, Kota Administrasi Jakarta Timur
-6.234329,106.777758,18 Mei 2017,Cipulir,Kebayoran Lama, Kota Administrasi Jakarta Selatan
-6.285585,106.835276,18 Mei 2017,Pasar Minggu,Pasar Minggu, Kota Administrasi Jakarta Selatan
-6.161575,106.844887,18 Mei 2017,Lubang Buaya,Cipayung, Kota Administrasi Jakarta Timur
-6.143633,106.735642,18 Mei 2017,Cengkareng Timur,Cengkareng, Kota Administrasi Jakarta Barat
-6.27978,106.762645,18 Mei 2017,Bintaro,Pesanggrahan, Kota Administrasi Jakarta Selatan
-6.266078,106.844276,18 Mei 2017,Pasar Minggu,Pasar Minggu, Kota Administrasi Jakarta Selatan
-6.200397,106.812021,19 Mei 2017,Bendungan Hilir ,Tanah Abang, Kota Administrasi Jakarta Pusat
-6.213543,106.901311,19 Mei 2017,Jatinegara Kaum,Pulogadung, Kota Administrasi Jakarta Timur
-6.314616,106.876462,19 Mei 2017,Susukan,Ciracas, Kota Administrasi Jakarta Timur
-6.276447,106.815959,19 Mei 2017,Cilandak Timur,Pasar Minggu, Kota Administrasi Jakarta Selatan
-6.216413,106.922104,19 Mei 2017,Klender,Duren Sawit, Kota Administrasi Jakarta Timur
-6.126295,106.801914,19 Mei 2017,Pluit,Penjaringan, Kota Administrasi Jakarta Utara
-6.17451,106.790887,19 Mei 2017,Tanjung Duren Selatan,Grogol Petamburan, Kota Administrasi Jakarta Barat
-6.31477,106.803873,19 Mei 2017,Pondok Labu,Cilandak, Kota Administrasi Jakarta Selatan
-6.330739,106.855694,19 Mei 2017,Kalisari,Pasar Rebo, Kota Administrasi Jakarta Timur
-6.213071,106.869423,20 Mei 2017,Pisangan Baru,Matraman, Kota Administrasi Jakarta Timur
-6.179364,106.875861,20 Mei 2017,Kayu Putih,Pulogadung, Kota Administrasi Jakarta Timur
-6.118286,106.895843,20 Mei 2017,Rawa Badak Utara,Koja, Kota Administrasi Jakarta Utara
-6.133311,106.920984,20 Mei 2017,Semper barat,Cilincing, Kota Administrasi Jakarta Utara
-6.141188,106.797052,21 Mei 2017,Pejagalan,Penjaringan, Kota Administrasi Jakarta Utara
-6.300457,106.88951,21 Mei 2017,Bambu Apus,Cipayung, Kota Administrasi Jakarta Timur
-6.224551,106.934655,21 Mei 2017,Malaka jaya,Duren Sawit, Kota Administrasi Jakarta Timur
-6.251924,106.818756,21 Mei 2017,Pela Mampang,Mampang Prapatan, Kota Administrasi Jakarta Selatan
-6.140199,106.717024,22 Mei 2017,Cengkareng barat,Cengkareng, Kota Administrasi Jakarta Barat
-6.236527,106.778875,22 Mei 2017,Cipulir,Kebayoran Lama, Kota Administrasi Jakarta Selatan
-6.292839,106.906291,22 Mei 2017,Lubang Buaya,Cipayung, Kota Administrasi Jakarta Timur
-6.131149,106.839111,22 Mei 2017,Pademangan Barat,Pademangan, Kota Administrasi Jakarta Utara
-6.218715,106.817064,24 Mei 2017,Karet Semanggi,Setiabudi, Kota Administrasi Jakarta Selatan
-6.147827,106.750642,24 Mei 2017,Kapuk,Cengkareng, Kota Administrasi Jakarta Barat
-6.147689,106.799935,25 Mei 2017,Angke,Tambora, Kota Administrasi Jakarta Barat
-6.242976,106.936902,25 Mei 2017,Cipayung,Cipayung, Kota Administrasi Jakarta Timur
-6.14046,106.738308,26 Mei 2017,Cengkareng Timur,Cengkareng, Kota Administrasi Jakarta Barat
-6.263774,106.861021,26 Mei 2017,Batu Ampar,Kramat Jati, Kota Administrasi Jakarta Timur
-6.261386,106.877536,26 Mei 2017,Kebon Pala,Makasar, Kota Administrasi Jakarta Timur
-6.123908,106.925478,27 Mei 2017,Semper Barat,Cilincing, Kota Administrasi Jakarta Utara
-6.307454,106.875795,27 Mei 2017,Rambutan,Ciracas, Kota Administrasi Jakarta Timur
-6.194156,106.787467,27 Mei 2017,Kemanggisan,Palmerah, Kota Administrasi Jakarta Barat
-6.175787,106.848758,27 Mei 2017,Tanah Tinggi,Johar Baru, Kota Administrasi Jakarta Pusat
-6.34945,106.834812,28 Mei 2017,Srengseng Sawah,Jagakarsa, Kota Administrasi Jakarta Selatan
-6.170454,106.851852,28 Mei 2017,Bungur ,Senen, Kota Administrasi Jakarta Pusat
-6.115904,106.907448,28 Mei 2017,Lagoa,Koja, Kota Administrasi Jakarta Utara
-6.177302,106.844482,28 Mei 2017,Kramat,Senen, Kota Administrasi Jakarta Pusat
-6.285719,106.80516,28 Mei 2017,Cipete Selatan,Cilandak, Kota Administrasi Jakarta Selatan
-6.291321,106.841331,29 Mei 2017,Pasar Minggu,Pasar Minggu, Kota Administrasi Jakarta Selatan
-6.316908,106.827972,29 Mei 2017,Kebagusan,Pasar Minggu, Kota Administrasi Jakarta Selatan
-6.35165,106.880532,29 Mei 2017,Ciracas,Ciracas, Kota Administrasi Jakarta Timur
-6.149527,106.721803,29 Mei 2017,Cengkareng Timur,Cengkareng, Kota Administrasi Jakarta Barat
-6.268858,106.83216,30 Mei 2017,Pancoran,Pancoran, Kota Administrasi Jakarta Selatan
-6.238392,106.92281,30 Mei 2017,Pondok Kelapa,Duren Sawit, Kota Administrasi Jakarta Timur
-6.136459,106.814283,30 Mei 2017,Pinangsia,Tamansari, Kota Administrasi Jakarta Barat
-6.121709,106.754403,30 Mei 2017,Kapuk Muara,Penjaringan, Kota Administrasi Jakarta Utara
-6.258558,106.804743,31 Mei 2017,Pulo,Kebayoran Baru, Kota Administrasi Jakarta Selatan
-6.270481,106.797048,31 Mei 2017,Gandaria Selatan,Cilandak, Kota Administrasi Jakarta Selatan
-6.35087,106.806211,31 Mei 2017,Ciganjur,Jagakarsa, Kota Administrasi Jakarta Selatan
-6.242186,106.877261,01 Juni 2017,Rawa Bunga,Jatinegara, Kota Administrasi Jakarta Timur
-6.183185,106.85422,01 Juni 2017,Johar Baru ,Johar Baru, Kota Administrasi Jakarta Pusat
-6.191629,106.744234,01 Juni 2017,Kembangan Selatan,Kembangan, Kota Administrasi Jakarta Barat
-6.167014,106.934397,01 Juni 2017,Cakung Barat,Cakung, Kota Administrasi Jakarta Timur
-6.169924,106.772217,01 Juni 2017,Duri Kepa,Kebun Jeruk, Kota Administrasi Jakarta Barat
-6.18123,106.970769,01 Juni 2017,Ujung menteng,Cakung, Kota Administrasi Jakarta Timur
-6.13911,106.847283,01 Juni 2017,Pademangan Timur,Pademangan, Kota Administrasi Jakarta Utara
-6.219851,106.892784,02 Juni 2017,Cipinang Muara,Jatinegara, Kota Administrasi Jakarta Timur
-6.195312,106.851505,02 Juni 2017,Paseban ,Senen, Kota Administrasi Jakarta Pusat
-6.159182,106.859006,02 Juni 2017,Serdang ,Kemayoran, Kota Administrasi Jakarta Pusat
-6.225719,106.930619,02 Juni 2017,Malaka sari,Duren Sawit, Kota Administrasi Jakarta Timur
-6.151998,106.951394,02 Juni 2017,Rorotan,Cilincing, Kota Administrasi Jakarta Utara
-6.346799,106.882571,03 Juni 2017,Kelapa Dua Wetan,Ciracas, Kota Administrasi Jakarta Timur
-6.175383,106.912421,03 Juni 2017,Pegangsaan dua,Kelapa Gading, Kota Administrasi Jakarta Utara
-6.13187,106.797746,03 Juni 2017,Penjaringan,Penjaringan, Kota Administrasi Jakarta Utara
-6.196421,106.923087,03 Juni 2017,Jatinegara,Cakung, Kota Administrasi Jakarta Timur
-6.134609,106.719736,03 Juni 2017,Cengkareng Barat,Cengkareng, Kota Administrasi Jakarta Barat
-6.183403,106.854646,03 Juni 2017,Johar Baru ,Johar Baru, Kota Administrasi Jakarta Pusat
-6.177036,106.720349,03 Juni 2017,Duri Kosambi,Cengkareng, Kota Administrasi Jakarta Barat
-6.121456,106.863287,04 Juni 2017,Pademangan Timur,Pademangan, Kota Administrasi Jakarta Utara
-6.185508,106.781597,04 Juni 2017,Kedoya Selatan,Kebun Jeruk, Kota Administrasi Jakarta Barat
-6.251945,106.818537,04 Juni 2017,Pela Mampang,Mampang Prapatan, Kota Administrasi Jakarta Selatan
-6.104239,106.775941,04 Juni 2017,Pluit,Penjaringan, Kota Administrasi Jakarta Utara
-6.136694,106.799822,04 Juni 2017,Penjaringan,Penjaringan, Kota Administrasi Jakarta Utara
-6.239184,106.897922,05 Juni 2017,Pondok Bambu,Duren Sawit, Kota Administrasi Jakarta Timur
-6.137715,106.909174,05 Juni 2017,Tugu Selatan,Koja, Kota Administrasi Jakarta Utara
-6.124542,106.887247,05 Juni 2017,Kebon Bawang,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.136773,106.833704,05 Juni 2017,Pademangan barat,Pademangan, Kota Administrasi Jakarta Utara
-6.17644,106.852397,05 Juni 2017,Galur ,Johar Baru, Kota Administrasi Jakarta Pusat
-6.11907,106.719346,06 Juni 2017,Kamal,Kalideres, Kota Administrasi Jakarta Barat
-6.223549,106.868652,06 Juni 2017,Bali Mester,Jatinegara, Kota Administrasi Jakarta Timur
-6.344103,106.816551,06 Juni 2017,Srengseng Sawah,Jagakarsa, Kota Administrasi Jakarta Selatan
-6.15149,106.805788,06 Juni 2017,Duri Utara,Tambora, Kota Administrasi Jakarta Barat
-6.20469,106.890131,07 Juni 2017,Pisangan Timur,Pulogadung, Kota Administrasi Jakarta Timur
-6.217612,106.881771,07 Juni 2017,Jatinegara,Cakung, Kota Administrasi Jakarta Timur
-6.146988,106.802841,07 Juni 2017,Jembatan Lima,Tambora, Kota Administrasi Jakarta Barat
-6.177897,106.880747,07 Juni 2017,Kayu Putih,Pulogadung, Kota Administrasi Jakarta Timur
-6.274445,106.773723,07 Juni 2017,Pondok Pinang,Kebayoran Lama, Kota Administrasi Jakarta Selatan
-6.15788,106.831345,07 Juni 2017,Karang Anyar ,Sawah Besar, Kota Administrasi Jakarta Pusat
-6.157349,106.932631,08 Juni 2017,Sukapura,Cilincing, Kota Administrasi Jakarta Utara
-6.114738,106.803393,08 Juni 2017,Penjaringan,Penjaringan, Kota Administrasi Jakarta Utara
-6.148385,106.87363,09 Juni 2017,Sunter Jaya,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.288303,106.812416,09 Juni 2017,Cilandak Timur,Pasar Minggu, Kota Administrasi Jakarta Selatan
-6.264209,106.879429,09 Juni 2017,Kebon pala,Makasar, Kota Administrasi Jakarta Timur
-6.218549,106.744548,09 Juni 2017,Joglo,Kembangan, Kota Administrasi Jakarta Barat
-6.185692,106.781159,10 Juni 2017,Kedoya Selatan,Kebun Jeruk, Kota Administrasi Jakarta Barat
-6.110503,106.92345,10 Juni 2017,Semper Barat,Cilincing, Kota Administrasi Jakarta Utara
-6.120951,106.711504,11 Juni 2017,Tegal Alur,Kalideres, Kota Administrasi Jakarta Barat
-6.224776,106.864877,11 Juni 2017,Bidara Cina,Jatinegara, Kota Administrasi Jakarta Timur
-6.17131,106.698789,11 Juni 2017,Semanan,Kalideres, Kota Administrasi Jakarta Barat
-6.251194,106.865231,11 Juni 2017,Cawang,Kramat Jati, Kota Administrasi Jakarta Timur
-6.164421,106.771585,12 Juni 2017,Kedoya Utara,Kebun Jeruk, Kota Administrasi Jakarta Barat
-6.296487,106.870296,12 Juni 2017,Kampung Tengah,Kramat Jati, Kota Administrasi Jakarta Timur
-6.097025,106.96258,12 Juni 2017,Marunda,Cilincing, Kota Administrasi Jakarta Utara
-6.310954,106.902359,12 Juni 2017,Bambu Apus,Cipayung, Kota Administrasi Jakarta Timur
-6.206262,106.808038,12 Juni 2017,Bendungan Hilir ,Tanah Abang, Kota Administrasi Jakarta Pusat
-6.325746,106.850144,12 Juni 2017,Baru,Pasar Rebo, Kota Administrasi Jakarta Timur
-6.139942,106.828517,12 Juni 2017,Mangga Dua Selatan ,Sawah Besar, Kota Administrasi Jakarta Pusat
-6.296487,106.870296,12 Juni 2017,Kampung Tengah,Kramat Jati, Kota Administrasi Jakarta Timur
-6.210052,106.783657,13 Juni 2017,Cipulir,Kebayoran Lama, Kota Administrasi Jakarta Selatan
-6.293602,106.847526,13 Juni 2017,Pejaten Timur,Pasar Minggu, Kota Administrasi Jakarta Selatan
-6.177815,106.846394,13 Juni 2017,Tanah Tinggi,Johar Baru, Kota Administrasi Jakarta Pusat
-6.127848,106.874899,13 Juni 2017,Papanggo,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.196537,106.909069,13 Juni 2017,Rawa Terate,Cakung, Kota Administrasi Jakarta Timur
-6.225078,106.867129,13 Juni 2017,Bidara Cina,Jatinegara, Kota Administrasi Jakarta Timur
-6.144162,106.804623,14 Juni 2017,Jembatan Lima,Tambora, Kota Administrasi Jakarta Barat
-6.343967,106.800314,15 Juni 2017,cipedak,Jagakarsa, Kota Administrasi Jakarta Selatan
-6.242911,106.763183,15 Juni 2017,Ulujami,Pesanggrahan, Kota Administrasi Jakarta Selatan
-6.20661,106.833841,15 Juni 2017,Guntur,Setiabudi, Kota Administrasi Jakarta Selatan
-6.164615,106.771585,15 Juni 2017,Kedoya Utara,Kebun Jeruk, Kota Administrasi Jakarta Barat
-6.131167,106.74279,16 Juni 2017,Kapuk,Cengkareng, Kota Administrasi Jakarta Barat
-6.199324,106.809926,16 Juni 2017,Petamburan,Tanah Abang, Kota Administrasi Jakarta Pusat
-6.183821,106.79666,16 Juni 2017,Galur ,Johar Baru, Kota Administrasi Jakarta Pusat
-6.164615,106.771585,16 Juni 2017,Kedoya Utara,Kebun Jeruk, Kota Administrasi Jakarta Barat
-6.149899,106.844138,16 Juni 2017,Gunung Sahari Selatan ,Kemayoran, Kota Administrasi Jakarta Pusat
-6.210283,106.799314,18 Juni 2017,Gelora ,Tanah Abang, Kota Administrasi Jakarta Pusat
-6.284178,106.86431,18 Juni 2017,Batu Ampar,Kramat Jati, Kota Administrasi Jakarta Timur
-6.225491,106.913421,18 Juni 2017,Klender,Duren Sawit, Kota Administrasi Jakarta Timur
-6.237981,106.753227,18 Juni 2017,Petukangan Selatan,Pesanggrahan, Kota Administrasi Jakarta Selatan
-6.125307,106.906315,19 Juni 2017,Tugu Utara,Koja, Kota Administrasi Jakarta Utara
-6.224825,106.847332,19 Juni 2017,Menteng dalam,Tebet, Kota Administrasi Jakarta Selatan
-6.339287,106.861967,19 Juni 2017,Pekayon,Pasar Rebo, Kota Administrasi Jakarta Timur
-6.202852,106.942633,19 Juni 2017,Cakung Timur,Cakung, Kota Administrasi Jakarta Timur
-6.324768,106.892851,19 Juni 2017,Cipayung,Cipayung, Kota Administrasi Jakarta Timur
-6.133713,106.838677,20 Juni 2017,Pademangan Barat,Pademangan, Kota Administrasi Jakarta Utara
-6.126505,106.88031,20 Juni 2017,Papanggo,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.166293,106.845373,20 Juni 2017,Kemayoran ,Kemayoran, Kota Administrasi Jakarta Pusat
-6.357301,106.882723,21 Juni 2017,Cibubur,Ciracas, Kota Administrasi Jakarta Timur
-6.184823,106.732437,21 Juni 2017,Kembangan Utara,Kembangan, Kota Administrasi Jakarta Barat
-6.204427,106.847408,21 Juni 2017,Pegangsaan ,Menteng, Kota Administrasi Jakarta Pusat
-6.345196,106.809379,21 Juni 2017,Ciganjur,Jagakarsa, Kota Administrasi Jakarta Selatan
-6.273256,106.846462,21 Juni 2017,Kalibata,Pancoran, Kota Administrasi Jakarta Selatan
-6.230176,106.78034,22 Juni 2017,kebayoran lama utara,Kebayoran Lama, Kota Administrasi Jakarta Selatan
-6.278279,106.834713,22 Juni 2017,Pejaten Barat,Pasar Minggu, Kota Administrasi Jakarta Selatan
-6.170652,106.862053,22 Juni 2017,Cempaka Baru ,Kemayoran, Kota Administrasi Jakarta Pusat
-6.137421,106.801534,22 Juni 2017,Pekojan,Tambora, Kota Administrasi Jakarta Barat
-6.304064,106.819366,23 Juni 2017,Ragunan,Pasar Minggu, Kota Administrasi Jakarta Selatan
-6.232496,106.820353,23 Juni 2017,Kuningan Barat,Mampang Prapatan, Kota Administrasi Jakarta Selatan
-6.127001,106.704579,23 Juni 2017,Pegadungan,Kalideres, Kota Administrasi Jakarta Barat
-6.180527,106.853369,23 Juni 2017,Kampung Rawa ,Johar Baru, Kota Administrasi Jakarta Pusat
-6.255674,106.843097,24 Juni 2017,Kalibata,Pancoran, Kota Administrasi Jakarta Selatan
-6.121238,106.912221,24 Juni 2017,Tugu Utara,Koja, Kota Administrasi Jakarta Utara
-6.31729,106.815819,24 Juni 2017,Jagakarsa,Jagakarsa, Kota Administrasi Jakarta Selatan
-6.164093,106.868954,24 Juni 2017,Sumur batu,Kemayoran, Kota Administrasi Jakarta Pusat
-6.170241,106.786182,25 Juni 2017,Tanjung Duren Utara,Grogol Petamburan, Kota Administrasi Jakarta Barat
-6.126333,106.809805,25 Juni 2017,Ancol,Pademangan, Kota Administrasi Jakarta Utara
-6.141317,106.741557,24 Juni 2017,Kapuk,Cengkareng, Kota Administrasi Jakarta Barat
-6.20419,106.904968,25 Juni 2017,Rawa Terate,Cakung, Kota Administrasi Jakarta Timur
-6.305332,106.809012,25 Juni 2017,Pondok Labu,Cilandak, Kota Administrasi Jakarta Selatan
-6.231779,106.906658,25 Juni 2017,Pondok Bambu,Duren Sawit, Kota Administrasi Jakarta Timur
-6.179974,106.816234,25 Juni 2017,Petojo selatan ,Gambir, Kota Administrasi Jakarta Pusat
-6.179124,106.810142,25 Juni 2017,Cideng,Gambir, Kota Administrasi Jakarta Pusat
-6.160218,106.830806,25 Juni 2017,Pasar Baru ,Sawah Besar, Kota Administrasi Jakarta Pusat
-6.248828,106.807472,26 Juni 2017,Petogogan,Kebayoran Baru, Kota Administrasi Jakarta Selatan
-6.185538,106.753388,26 Juni 2017,Kembangan Selatan,Kembangan, Kota Administrasi Jakarta Barat
-6.22354,106.790297,26 Juni 2017,kebayoran lama utara,Kebayoran Lama, Kota Administrasi Jakarta Selatan
-6.156021,106.783653,27 Juni 2017,Jelambar,Grogol Petamburan, Kota Administrasi Jakarta Barat
-6.140331,106.936739,27 Juni 2017,Semper Timur,Cilincing, Kota Administrasi Jakarta Utara
-6.132432,106.858709,27 Juni 2017,Sunter Agung,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.273137,106.846462,27 Juni 2017,Jatipadang,Pasar Minggu, Kota Administrasi Jakarta Selatan
-6.135397,106.799977,28 Juni 2017,Penjaringan,Penjaringan, Kota Administrasi Jakarta Utara
-6.16257,106.906307,28 Juni 2017,Kelapa gading timur,Kelapa Gading, Kota Administrasi Jakarta Utara
-6.186037,106.753404,28 Juni 2017,Kembangan selatan,Kembangan, Kota Administrasi Jakarta Barat
-6.131656,106.923988,28 Juni 2017,Semper Barat,Cilincing, Kota Administrasi Jakarta Utara
-6.240507,106.82308,29 Juni 2017,Kuningan Barat,Mampang Prapatan, Kota Administrasi Jakarta Selatan
-6.232875,106.932553,30 Juni 2017,Pondok kelapa,Duren Sawit, Kota Administrasi Jakarta Timur
-6.136665,106.906525,30 Juni 2017,Tugu Selatan,Koja, Kota Administrasi Jakarta Utara
-6.264956,106.850992,30 Juni 2017,Rawajati,Pancoran, Kota Administrasi Jakarta Selatan
-6.230182,106.887495,01 Juli 2017,Cipinang Muara,Jatinegara, Kota Administrasi Jakarta Timur
-6.151483,106.805748,02 Juli 2017,Krendang,Tambora, Kota Administrasi Jakarta Barat
-6.118546,106.868811,02 Juli 2017,Tanjung Priok,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.154807,106.831636,02 Juli 2017,Karang Anyar ,Sawah Besar, Kota Administrasi Jakarta Pusat
-6.237751,106.913665,02 Juli 2017,Duren Sawit,Duren Sawit, Kota Administrasi Jakarta Timur
-6.142417,106.739498,03 Juli 2017,Cengkareng Timur,Cengkareng, Kota Administrasi Jakarta Barat
-6.134441,6.760795,03 Juli 2017,Kapuk Muara,Penjaringan, Kota Administrasi Jakarta Utara
-6.224143,106.852503,03 Juli 2017,Tebet Timur,Tebet, Kota Administrasi Jakarta Selatan
-6.182065,106.795573,03 Juli 2017,Kemanggisan,Palmerah, Kota Administrasi Jakarta Barat
-6.191041,106.937064,03 Juli 2017,Penggilingan,Cakung, Kota Administrasi Jakarta Timur
-6.145972,106.956511,03 Juli 2017,Rorotan,Cilincing, Kota Administrasi Jakarta Utara
-6.351921,106.810878,04 Juli 2017,Cipedak,Jagakarsa, Kota Administrasi Jakarta Selatan
-6.355022,106.814338,04 Juli 2017,Srengseng Sawah,Jagakarsa, Kota Administrasi Jakarta Selatan
-6.218549,106.84102,04 Juli 2017,Menteng Atas,Setiabudi, Kota Administrasi Jakarta Selatan
-6.316639,106.872969,04 Juli 2017,Susukan,Ciracas, Kota Administrasi Jakarta Timur
-6.128729,106.794189,04 Juli 2017,Penjaringan,Penjaringan, Kota Administrasi Jakarta Utara
-6.342558,106.802289,05 Juli 2017,Ciganjur,Jagakarsa, Kota Administrasi Jakarta Selatan
-6.144022,106.785256,06 Juli 2017,Tanjung Duren Selatan,Grogol Petamburan, Kota Administrasi Jakarta Barat
-6.256521,106.873547,06 Juli 2017,Kebon Pala,Makasar, Kota Administrasi Jakarta Timur
-6.152515,106.773722,06 Juli 2017,Wijaya Kusuma,Grogol Petamburan, Kota Administrasi Jakarta Barat
-6.330773,106.854294,07 Juli 2017,Kalisari,Pasar Rebo, Kota Administrasi Jakarta Timur
-6.126745,106.808527,07 Juli 2017,Penjaringan,Penjaringan, Kota Administrasi Jakarta Utara
-6.125342,106.911585,08 Juli 2017,Tugu Utara,Koja, Kota Administrasi Jakarta Utara
-6.203611,106.903892,08 Juli 2017,Rawa Terate,Cakung, Kota Administrasi Jakarta Timur
-6.179419,106.84577,08 Juli 2017,Kramat,Senen, Kota Administrasi Jakarta Pusat
-6.168147,106.915918,08 Juli 2017,Pegangsaan Dua,Kelapa Gading, Kota Administrasi Jakarta Utara
-6.340528,106.889132,08 Juli 2017,Cipayung,Cipayung, Kota Administrasi Jakarta Timur
-6.287871,106.838194,08 Juli 2017,Jatipadang,Pasar Minggu, Kota Administrasi Jakarta Selatan
-6.180096,106.905529,09 Juli 2017,Pulogadung,Pulogadung, Kota Administrasi Jakarta Timur
-6.287871,106.838194,09 Juli 2017,Jatipadang,Pasar Minggu, Kota Administrasi Jakarta Selatan
-6.166436,106.752408,09 Juli 2017,Kembangan Utara,Kembangan, Kota Administrasi Jakarta Barat
-6.292442,106.898025,10 Juli 2017,Lubang Buaya,Cipayung, Kota Administrasi Jakarta Timur
-6.248549,106.807096,10 Juli 2017,Petogogan,Kebayoran Baru, Kota Administrasi Jakarta Selatan
-6.232964,106.777892,10 Juli 2017,Cipulir,Kebayoran Lama, Kota Administrasi Jakarta Selatan
-6.170409,106.962569,10 Juli 2017,Cakung Timur,Cakung, Kota Administrasi Jakarta Timur
-6.194602,106.806865,10 Juli 2017,Petamburan,Tanah Abang, Kota Administrasi Jakarta Pusat
-6.24016,106.82694,11 Juli 2017,Mampang Prapatan,Mampang Prapatan, Kota Administrasi Jakarta Selatan
-6.133425,106.839064,11 Juli 2017,Pademangan Barat,Pademangan, Kota Administrasi Jakarta Utara
-6.176259,106.857243,11 Juli 2017,Galur ,Johar Baru, Kota Administrasi Jakarta Pusat
-6.150476,106.871035,11 Juli 2017,Papanggo,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.212929,106.80916,11 Juli 2017,Bendungan Hilir ,Tanah Abang, Kota Administrasi Jakarta Pusat
-6.290802,106.888301,11 Juli 2017,Lubang Buaya,Cipayung, Kota Administrasi Jakarta Timur
-6.27974,106.860964,12 Juli 2017,Batu Ampar,Kramat Jati, Kota Administrasi Jakarta Timur
-6.286583,106.837365,12 Juli 2017,Jatipadang,Pasar Minggu, Kota Administrasi Jakarta Selatan
-6.291347,106.904073,12 Juli 2017,Lubang Buaya,Cipayung, Kota Administrasi Jakarta Timur
-6.159239,106.949032,13 Juli 2017,Rorotan,Cilincing, Kota Administrasi Jakarta Utara
-6.162751,106.766004,13 Juli 2017,Kedoya Utara,Kebun Jeruk, Kota Administrasi Jakarta Barat
-6.322641,106.907098,13 Juli 2017,Cipayung,Cipayung, Kota Administrasi Jakarta Timur
-6.119475,106.717307,13 Juli 2017,Tegal Alur,Kalideres, Kota Administrasi Jakarta Barat
-6.193097,106.807023,13 Juli 2017,Petamburan,Tanah Abang, Kota Administrasi Jakarta Pusat
-6.252021,106.864945,13 Juli 2017,Cawang,Kramat Jati, Kota Administrasi Jakarta Timur
-6.137564,106.92275,14 Juli 2017,Sukapura,Cilincing, Kota Administrasi Jakarta Utara
-6.266821,106.77596,15 Juli 2017,Pondok Pinang,Kebayoran Lama, Kota Administrasi Jakarta Selatan
-6.179065,106.848975,15 Juli 2017,Tanah Tinggi,Johar Baru, Kota Administrasi Jakarta Pusat
-6.159715,106.792684,15 Juli 2017,Grogol,Grogol Petamburan, Kota Administrasi Jakarta Barat
-6.245999,106.748068,16 Juli 2017,Petukangan Selatan,Pesanggrahan, Kota Administrasi Jakarta Selatan
-6.348188,106.876644,16 Juli 2017,Kelapa Dua Wetan,Ciracas, Kota Administrasi Jakarta Timur
-6.231782,106.909547,16 Juli 2017,Duren Sawit,Duren Sawit, Kota Administrasi Jakarta Timur
-6.155171,106.735381,17 Juli 2017,Rawa Buaya,Cengkareng, Kota Administrasi Jakarta Barat
-6.183024,106.920665,18 Juli 2017,Rawa Terate,Cakung, Kota Administrasi Jakarta Timur
-6.264918,106.765771,18 Juli 2017,Bintaro,Pesanggrahan, Kota Administrasi Jakarta Selatan
-6.196776,106.881218,18 Juli 2017,Rawamangun,Pulogadung, Kota Administrasi Jakarta Timur
-6.320847,106.875636,18 Juli 2017,Ciracas,Ciracas, Kota Administrasi Jakarta Timur
-6.104109,106.776144,18 Juli 2017,Pluit,Penjaringan, Kota Administrasi Jakarta Utara
-6.334199,106.902232,19 Juli 2017,Cilangkap,Cipayung, Kota Administrasi Jakarta Timur
-6.25093,106.792858,19 Juli 2017,Gandaria Utara,Kebayoran Baru, Kota Administrasi Jakarta Selatan
-6.145954,106.956495,19 Juli 2017,Rorotan,Cilincing, Kota Administrasi Jakarta Utara
-6.152071,106.798167,20 Juli 2017,Jembatan Besi,Tambora, Kota Administrasi Jakarta Barat
-6.192768,106.733143,20 Juli 2017,Kembangan selatan,Kembangan, Kota Administrasi Jakarta Barat
-6.139991,106.924872,21 Juli 2017,Sukapura,Cilincing, Kota Administrasi Jakarta Utara
-6.285258,106.770143,21 Juli 2017,Pondok Pinang,Kebayoran Lama, Kota Administrasi Jakarta Selatan
-6.215104,106.722635,21 Juli 2017,Meruya Selatan,Kembangan, Kota Administrasi Jakarta Barat
-6.251481,106.92475,22 Juli 2017,Pondok Kelapa,Duren Sawit, Kota Administrasi Jakarta Timur
-6.121905,106.89859,22 Juli 2017,Rawa Badak Utara,Koja, Kota Administrasi Jakarta Utara
-6.347116,106.800089,22 Juli 2017,Cipedak,Jagakarsa, Kota Administrasi Jakarta Selatan
