latitude,longitude,tanggal,kelurahan,kecamatan,wilayah
-6.146929,106.909046,13 September 2017,Kelapa Gading Barat,Kelapa Gading, Kota Administrasi Jakarta Utara
-6.172766,106.94258,13 September 2017,Rorotan,Cilincing, Kota Administrasi Jakarta Utara
-6.208628,106.871705,13 September 2017,Pisangan Baru,Matraman, Kota Administrasi Jakarta Timur
-6.176506,106.816212,13 September 2017,Gambir ,Gambir, Kota Administrasi Jakarta Pusat
-6.206057,106.730868,14 September 2017,Meruya Utara,Kembangan, Kota Administrasi Jakarta Barat
-6.185686,106.78116,14 September 2017,Kedoya Selatan,Kebun Jeruk, Kota Administrasi Jakarta Barat
-6.296789,106.834387,14 September 2017,Pasar Minggu,Pasar Minggu, Kota Administrasi Jakarta Selatan
-6.238119,106.937074,14 September 2017,Pondok Kelapa,Duren Sawit, Kota Administrasi Jakarta Timur
-6.107315,106.925012,14 September 2017,Cilincing,Cilincing, Kota Administrasi Jakarta Utara
-6.184879,106.87934,15 September 2017,Kayu Putih,Pulogadung, Kota Administrasi Jakarta Timur
-6.178198,106.904128,15 September 2017,Kelapa Gading Timur,Kelapa Gading, Kota Administrasi Jakarta Utara
-6.183598,106.84902,15 September 2017,Tanah Tinggi,Johar Baru, Kota Administrasi Jakarta Pusat
-6.248933,106.911443,15 September 2017,Cipinang Melayu,Makasar, Kota Administrasi Jakarta Timur
-6.217433,106.828431,15 September 2017,Karet Kuningan,Setiabudi, Kota Administrasi Jakarta Selatan
-6.182357,106.802324,15 September 2017,Kota Bambu Utara,Palmerah, Kota Administrasi Jakarta Barat
-6.350948,106.806707,15 September 2017,Cipedak,Jagakarsa, Kota Administrasi Jakarta Selatan
-6.167097,106.900784,16 September 2017,Kelapa Gading Timur,Kelapa Gading, Kota Administrasi Jakarta Utara
-6.258061,106.785288,16 September 2017,Gandaria Utara,Kebayoran Baru, Kota Administrasi Jakarta Selatan
-6.132119,106.822444,16 September 2017,Ancol,Pademangan, Kota Administrasi Jakarta Utara
-6.101944,106.925732,16 September 2017,Kalibaru,Cilincing, Kota Administrasi Jakarta Utara
-6.224221,106.849208,17 September 2017,Tebet Barat,Tebet, Kota Administrasi Jakarta Selatan
-6.184821,106.88874,17 September 2017,Kayu Putih,Pulogadung, Kota Administrasi Jakarta Timur
-6.231678,106.922392,17 September 2017,Duren Sawit,Duren Sawit, Kota Administrasi Jakarta Timur
-6.209796,106.901608,17 September 2017,Jatinegara Kaum,Pulogadung, Kota Administrasi Jakarta Timur
-6.138917,106.920532,17 September 2017,Sukapura,Cilincing, Kota Administrasi Jakarta Utara
-6.244351,106.876156,17 September 2017,Cipinang Cimpedak,Jatinegara, Kota Administrasi Jakarta Timur
-6.12305,106.827613,17 September 2017,Ancol,Pademangan, Kota Administrasi Jakarta Utara
-6.230651,106.931751,18 September 2017,Malaka Jaya,Duren Sawit, Kota Administrasi Jakarta Timur
-6.165378,106.727518,17 September 2017,Rawa Buaya,Cengkareng, Kota Administrasi Jakarta Barat
-6.217605,106.838181,18 September 2017,Menteng Atas,Setiabudi, Kota Administrasi Jakarta Selatan
-6.280085,106.842286,18 September 2017,Pasar Minggu,Pasar Minggu, Kota Administrasi Jakarta Selatan
-6.171811,106.765132,18 September 2017,Kedoya Utara,Kebun Jeruk, Kota Administrasi Jakarta Barat
-6.254904,106.909133,18 September 2017,Cipinang Melayu,Makasar, Kota Administrasi Jakarta Timur
-6.177949,106.814891,18 September 2017,Petojo selatan ,Gambir, Kota Administrasi Jakarta Pusat
-6.121843,106.836492,18 September 2017,Ancol,Pademangan, Kota Administrasi Jakarta Utara
-6.188401,106.821514,19 September 2017,Kebon Kacang ,Tanah Abang, Kota Administrasi Jakarta Pusat
-6.272055,106.86072,19 September 2017,Kramat Jati,Kramat Jati, Kota Administrasi Jakarta Timur
-6.242467,106.870247,19 September 2017,Bidara Cina,Jatinegara, Kota Administrasi Jakarta Timur
-6.260218,106.788827,19 September 2017,Gandaria Utara,Kebayoran Baru, Kota Administrasi Jakarta Selatan
-6.227278,106.768876,19 September 2017,Sukabumi Selatan,Kebun Jeruk, Kota Administrasi Jakarta Barat
-6.207454,106.768601,19 September 2017,Kelapa Dua,Kebun Jeruk, Kota Administrasi Jakarta Barat
-6.192233,106.740113,19 September 2017,Meruya Utara,Kembangan, Kota Administrasi Jakarta Barat
-6.15097,106.823182,19 September 2017,Maphar,Tamansari, Kota Administrasi Jakarta Barat
-6.192767,106.778536,19 September 2017,Kebon Jeruk,Kebun Jeruk, Kota Administrasi Jakarta Barat
-6.15112,106.940045,19 September 2017,Rorotan,Cilincing, Kota Administrasi Jakarta Utara
-6.209485,106.929038,20 September 2017,Penggilingan,Cakung, Kota Administrasi Jakarta Timur
-6.266283,106.876797,20 September 2017,Makasar,Makasar, Kota Administrasi Jakarta Timur
-6.20883,106.933839,20 September 2017,Penggilingan,Cakung, Kota Administrasi Jakarta Timur
-6.259248,106.849469,21 September 2017,Kalibata,Pancoran, Kota Administrasi Jakarta Selatan
-6.260562,106.763927,21 September 2017,Bintaro,Pesanggrahan, Kota Administrasi Jakarta Selatan
-6.246715,106.815463,21 September 2017,Pela mampang,Mampang Prapatan, Kota Administrasi Jakarta Selatan
-6.200114,106.935128,21 September 2017,Penggilingan,Cakung, Kota Administrasi Jakarta Timur
-6.244361,106.876146,21 September 2017,Cipinang Cimpedak,Jatinegara, Kota Administrasi Jakarta Timur
-6.188996,106.838973,22 September 2017,Cikini,Menteng, Kota Administrasi Jakarta Pusat
-6.15272,106.831833,22 September 2017,Kartini,Sawah Besar, Kota Administrasi Jakarta Pusat
-6.114657,106.704005,22 September 2017,Kamal,Kalideres, Kota Administrasi Jakarta Barat
-6.127593,106.69901,22 September 2017,Pegadungan,Kalideres, Kota Administrasi Jakarta Barat
-6.138409,106.803551,22 September 2017,Pekojan,Tambora, Kota Administrasi Jakarta Barat
-6.140896,106.908488,23 September 2017,Tugu Selatan,Koja, Kota Administrasi Jakarta Utara
-6.097029,106.962581,23 September 2017,Marunda,Cilincing, Kota Administrasi Jakarta Utara
-6.28899,106.829078,23 September 2017,Jatipadang,Pasar Minggu, Kota Administrasi Jakarta Selatan
-6.138421,106.803553,23 September 2017,Pekojan,Tambora, Kota Administrasi Jakarta Barat
-6.105606,106.968113,23 September 2017,Marunda,Cilincing, Kota Administrasi Jakarta Utara
-6.201789,106.960501,23 September 2017,Pulo Gebang,Cakung, Kota Administrasi Jakarta Timur
-6.203558,106.866295,23 September 2017,Utan Kayu Selatan,Matraman, Kota Administrasi Jakarta Timur
-6.303696,106.804337,24 September 2017,Pondok Labu,Cilandak, Kota Administrasi Jakarta Selatan
-6.262241,106.844351,24 September 2017,Kalibata,Pancoran, Kota Administrasi Jakarta Selatan
-6.138421,106.803553,24 September 2017,Pekojan,Tambora, Kota Administrasi Jakarta Barat
-6.189959,106.878028,24 September 2017,Rawamangun,Pulogadung, Kota Administrasi Jakarta Timur
-6.250592,106.781536,24 September 2017,Kebayoran lama selatan,Kebayoran Lama, Kota Administrasi Jakarta Selatan
-6.171532,106.838033,25 September 2017,Pasar Baru ,Sawah Besar, Kota Administrasi Jakarta Pusat
-6.132716,106.857899,25 September 2017,Sunter Agung,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.125542,106.733846,25 September 2017,Tegal alur,Kalideres, Kota Administrasi Jakarta Barat
-6.330352,106.808582,25 September 2017,Ciganjur,Jagakarsa, Kota Administrasi Jakarta Selatan
-6.196161,106.868629,26 September 2017,Utan Kayu Selatan,Matraman, Kota Administrasi Jakarta Timur
-6.141119,106.916255,26 September 2017,Pegangsaan Dua,Kelapa Gading, Kota Administrasi Jakarta Utara
-6.18427,106.812396,26 September 2017,Kampung Bali ,Tanah Abang, Kota Administrasi Jakarta Pusat
-6.141119,106.916255,26 September 2017,Pegangsaan Dua,Kelapa Gading, Kota Administrasi Jakarta Utara
-6.155554,106.814032,27 September 2017,Krukut,Tamansari, Kota Administrasi Jakarta Barat
-6.14002,106.869414,27 September 2017,Sunter Jaya,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.152035,106.837468,27 September 2017,Gunung Sahari Utara ,Sawah Besar, Kota Administrasi Jakarta Pusat
-6.170834,106.903122,27 September 2017,Kelapa Gading Timur,Kelapa Gading, Kota Administrasi Jakarta Utara
-6.225249,106.832958,27 September 2017,Kuningan Timur,Setiabudi, Kota Administrasi Jakarta Selatan
-6.218044,106.814177,28 September 2017,Karet Semanggi,Setiabudi, Kota Administrasi Jakarta Selatan
-6.21401,106.908175,28 September 2017,Klender,Duren Sawit, Kota Administrasi Jakarta Timur
-6.196089,106.751669,29 September 2017,Meruya Utara,Kembangan, Kota Administrasi Jakarta Barat
-6.292563,106.82565,29 September 2017,Jatipadang,Pasar Minggu, Kota Administrasi Jakarta Selatan
-6.130322,106.716074,29 September 2017,Cengkareng Barat,Cengkareng, Kota Administrasi Jakarta Barat
-6.234386,106.776191,29 September 2017,Cipulir,Kebayoran Lama, Kota Administrasi Jakarta Selatan
-6.105588,106.79359,30 September 2017,Pluit,Penjaringan, Kota Administrasi Jakarta Utara
-6.259442,106.814084,30 September 2017,Bangka,Mampang Prapatan, Kota Administrasi Jakarta Selatan
-6.197229,106.815104,01 Oktober 2017,Kebon Melati ,Tanah Abang, Kota Administrasi Jakarta Pusat
-6.131178,106.839814,01 Oktober 2017,Pademangan Barat,Pademangan, Kota Administrasi Jakarta Utara
-6.166524,106.786166,01 Oktober 2017,Jelambar,Grogol Petamburan, Kota Administrasi Jakarta Barat
-6.309415,106.88687,03 Oktober 2017,Ceger,Cipayung, Kota Administrasi Jakarta Timur
-6.129748,106.845789,04 Oktober 2017,Pademangan Timur,Pademangan, Kota Administrasi Jakarta Utara
-6.249905,106.938817,04 Oktober 2017,Duren Sawit,Duren Sawit, Kota Administrasi Jakarta Timur
-6.234178,106.870665,04 Oktober 2017,Cipinang Cimpedak,Jatinegara, Kota Administrasi Jakarta Timur
-6.142625,106.761157,05 Oktober 2017,Kapuk,Cengkareng, Kota Administrasi Jakarta Barat
-6.176294,106.801196,05 Oktober 2017,Jati Pulo,Palmerah, Kota Administrasi Jakarta Barat
-6.180439,106.783709,06 Oktober 2017,Tanjung Duren Utara,Grogol Petamburan, Kota Administrasi Jakarta Barat
-6.289213,106.877388,06 Oktober 2017,Kramat Jati,Kramat Jati, Kota Administrasi Jakarta Timur
-6.202071,106.777735,06 Oktober 2017,Sukabumi Utara,Kebun Jeruk, Kota Administrasi Jakarta Barat
-6.330024,106.871851,07 Oktober 2017,Ciracas,Ciracas, Kota Administrasi Jakarta Timur
-6.351215,106.88301,07 Oktober 2017,Kelapa Dua Wetan,Ciracas, Kota Administrasi Jakarta Timur
-6.318886,106.919595,07 Oktober 2017,Setu,Cipayung, Kota Administrasi Jakarta Timur
-6.269685,106.75467,07 Oktober 2017,Bintaro,Pesanggrahan, Kota Administrasi Jakarta Selatan
-6.165184,106.861541,07 Oktober 2017,Cempaka Baru ,Kemayoran, Kota Administrasi Jakarta Pusat
-6.222153,106.933576,07 Oktober 2017,Malaka Jaya,Duren Sawit, Kota Administrasi Jakarta Timur
-6.177715,106.876053,07 Oktober 2017,Cempaka putih Timur,Cempaka Putih, Kota Administrasi Jakarta Pusat
-6.302428,106.895154,08 Oktober 2017,Bambu apus,Cipayung, Kota Administrasi Jakarta Timur
-6.248658,106.753194,08 Oktober 2017,Petukangan Selatan,Pesanggrahan, Kota Administrasi Jakarta Selatan
-6.270588,106.802331,08 Oktober 2017,Cipete Selatan,Cilandak, Kota Administrasi Jakarta Selatan
-6.349683,106.825207,08 Oktober 2017,Srengseng Sawah,Jagakarsa, Kota Administrasi Jakarta Selatan
-6.183851,106.824917,08 Oktober 2017,Kebon Sirih,Menteng, Kota Administrasi Jakarta Pusat
-6.201521,106.857272,09 Oktober 2017,Pal Meriam,Matraman, Kota Administrasi Jakarta Timur
-6.191492,106.77654,08 Oktober 2017,Kebon Jeruk,Kebun Jeruk, Kota Administrasi Jakarta Barat
-6.145233,106.848906,09 Oktober 2017,Pademangan Timur,Pademangan, Kota Administrasi Jakarta Utara
-6.289702,106.847192,09 Oktober 2017,Pejaten Timur,Pasar Minggu, Kota Administrasi Jakarta Selatan
-6.212208,106.888495,10 Oktober 2017,Pisangan Timur,Pulogadung, Kota Administrasi Jakarta Timur
-6.146664,106.792139,10 Oktober 2017,Angke,Tambora, Kota Administrasi Jakarta Barat
-6.144212,106.805252,10 Oktober 2017,Jembatan Lima,Tambora, Kota Administrasi Jakarta Barat
-6.209465,106.894304,11 Oktober 2017,Cipinang,Pulogadung, Kota Administrasi Jakarta Timur
-6.167065,106.934384,11 Oktober 2017,Cakung Barat,Cakung, Kota Administrasi Jakarta Timur
-6.141624,106.808034,11 Oktober 2017,Roa Malaka,Tambora, Kota Administrasi Jakarta Barat
-6.146785,106.909436,11 Oktober 2017,Kelapa Gading Barat,Kelapa Gading, Kota Administrasi Jakarta Utara
-6.177563,106.854688,11 Oktober 2017,Galur ,Johar Baru, Kota Administrasi Jakarta Pusat
-6.126535,106.852028,12 Oktober 2017,Tanjung Priok,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.207805,106.864056,12 Oktober 2017,Kayu Manis,Matraman, Kota Administrasi Jakarta Timur
-6.152185,106.81488,12 Oktober 2017,Keagungan,Tamansari, Kota Administrasi Jakarta Barat
-6.158591,106.856291,12 Oktober 2017,Serdang ,Kemayoran, Kota Administrasi Jakarta Pusat
-6.246688,106.934213,12 Oktober 2017,Pondok Kelapa,Duren Sawit, Kota Administrasi Jakarta Timur
-6.266093,106.768175,12 Oktober 2017,Bintaro,Pesanggrahan, Kota Administrasi Jakarta Selatan
-6.33604,106.821328,13 Oktober 2017,Jagakarsa,Jagakarsa, Kota Administrasi Jakarta Selatan
-6.21942,106.864511,13 Oktober 2017,Bali Mester,Jatinegara, Kota Administrasi Jakarta Timur
-6.140102,106.909267,13 Oktober 2017,Tugu Selatan,Koja, Kota Administrasi Jakarta Utara
-6.112611,106.79452,13 Oktober 2017,Pluit,Penjaringan, Kota Administrasi Jakarta Utara
-6.150303,106.833425,13 Oktober 2017,Kartini,Sawah Besar, Kota Administrasi Jakarta Pusat
-6.218064,106.901308,13 Oktober 2017,Klender,Duren Sawit, Kota Administrasi Jakarta Timur
-6.176853,106.789478,14 Oktober 2017,Tanjung Duren selatan,Grogol Petamburan, Kota Administrasi Jakarta Barat
-6.183611,106.860972,14 Oktober 2017,Johar Baru ,Johar Baru, Kota Administrasi Jakarta Pusat
-6.165139,106.859744,15 Oktober 2017,Cempaka Baru ,Kemayoran, Kota Administrasi Jakarta Pusat
-6.104196,106.776148,15 Oktober 2017,Penjaringan,Penjaringan, Kota Administrasi Jakarta Utara
-6.248845,106.858793,15 Oktober 2017,Pangadegan,Pancoran, Kota Administrasi Jakarta Selatan
-6.145116,106.848906,16 Oktober 2017,Pademangan Timur,Pademangan, Kota Administrasi Jakarta Utara
-6.12208,106.926773,17 Oktober 2017,Semper Timur,Cilincing, Kota Administrasi Jakarta Utara
-6.214738,106.76184,17 Oktober 2017,Meruya Selatan,Kembangan, Kota Administrasi Jakarta Barat
-6.123722,106.791947,17 Oktober 2017,Pluit,Penjaringan, Kota Administrasi Jakarta Utara
-6.133162,106.839463,17 Oktober 2017,Pademangan Barat,Pademangan, Kota Administrasi Jakarta Utara
-6.22221,106.941107,18 Oktober 2017,Pondok Kopi,Duren Sawit, Kota Administrasi Jakarta Timur
-6.304422,106.890266,18 Oktober 2017,Ceger,Cipayung, Kota Administrasi Jakarta Timur
-6.163226,106.819387,18 Oktober 2017,Petojo Utara,Gambir, Kota Administrasi Jakarta Pusat
-6.144572,106.848895,19 Oktober 2017,Pademangan Timur,Pademangan, Kota Administrasi Jakarta Utara
-6.195756,106.804974,19 Oktober 2017,Slipi,Palmerah, Kota Administrasi Jakarta Barat
-6.330497,106.912944,19 Oktober 2017,Cilangkap,Cipayung, Kota Administrasi Jakarta Timur
-6.221899,106.945816,20 Oktober 2017,Pondok Kopi,Duren Sawit, Kota Administrasi Jakarta Timur
-6.241831,106.788633,20 Oktober 2017,Kramat Pela,Kebayoran Baru, Kota Administrasi Jakarta Selatan
-6.199429,106.865339,20 Oktober 2017,Utan Kayu Utara,Matraman, Kota Administrasi Jakarta Timur
-6.203552,106.932828,21 Oktober 2017,Penggilingan,Cakung, Kota Administrasi Jakarta Timur
-6.180998,106.909626,21 Oktober 2017,Pulogadung,Pulogadung, Kota Administrasi Jakarta Timur
-6.134121,106.837433,22 Oktober 2017,Pademangan Barat,Pademangan, Kota Administrasi Jakarta Utara
-6.189611,106.776293,22 Oktober 2017,Kebon Jeruk,Kebun Jeruk, Kota Administrasi Jakarta Barat
-6.343981,106.800464,22 Oktober 2017,cipedak,Jagakarsa, Kota Administrasi Jakarta Selatan
-6.243443,106.82898,22 Oktober 2017,Mampang Prapatan,Mampang Prapatan, Kota Administrasi Jakarta Selatan
-6.196913,106.873654,22 Oktober 2017,Utan kayu utara,Matraman, Kota Administrasi Jakarta Timur
-6.153323,106.855662,22 Oktober 2017,Kebon Kosong ,Kemayoran, Kota Administrasi Jakarta Pusat
-6.18029,106.78371,22 Oktober 2017,Tanjung Duren selatan,Grogol Petamburan, Kota Administrasi Jakarta Barat
-6.179421,106.861059,11 Oktober 2017,Cempaka Putih Barat ,Cempaka Putih, Kota Administrasi Jakarta Pusat
-6.246596,106.807865,23 Oktober 2017,Petogogan,Kebayoran Baru, Kota Administrasi Jakarta Selatan
-6.14112,106.872248,23 Oktober 2017,Sunter Agung,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.14435,106.834029,23 Oktober 2017,Gunung Sahari Utara ,Sawah Besar, Kota Administrasi Jakarta Pusat
-6.182659,106.835411,23 Oktober 2017,Kebon Sirih,Menteng, Kota Administrasi Jakarta Pusat
-6.196449,106.807962,23 Oktober 2017,Petamburan,Tanah Abang, Kota Administrasi Jakarta Pusat
-6.21249,106.94629,24 Oktober 2017,Pulo gebang,Cakung, Kota Administrasi Jakarta Timur
-6.13656,106.903512,24 Oktober 2017,Tugu Selatan,Koja, Kota Administrasi Jakarta Utara
-6.172802,106.808645,24 Oktober 2017,Cideng,Gambir, Kota Administrasi Jakarta Pusat
-6.119485,106.866875,24 Oktober 2017,Tanjung Priok,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.26528,106.775323,24 Oktober 2017,Pondok Pinang,Kebayoran Lama, Kota Administrasi Jakarta Selatan
-6.163736,106.816236,25 Oktober 2017,Petojo utara,Gambir, Kota Administrasi Jakarta Pusat
-6.105777,106.93166,25 Oktober 2017,Semper Timur,Cilincing, Kota Administrasi Jakarta Utara
-6.158994,106.885429,25 Oktober 2017,Kelapa Gading Barat,Kelapa Gading, Kota Administrasi Jakarta Utara
-6.263562,106.816038,26 Oktober 2017,Bangka,Mampang Prapatan, Kota Administrasi Jakarta Selatan
-6.252124,106.858706,27 Oktober 2017,Cawang,Kramat Jati, Kota Administrasi Jakarta Timur
-6.224863,106.85621,27 Oktober 2017,Manggarai Selatan,Tebet, Kota Administrasi Jakarta Selatan
-6.153925,106.733146,28 Oktober 2017,Cengkareng Timur,Cengkareng, Kota Administrasi Jakarta Barat
-6.12837,106.875264,28 Oktober 2017,Papanggo,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.330092,106.870104,28 Oktober 2017,Ciracas,Ciracas, Kota Administrasi Jakarta Timur
-6.193931,106.782129,29 Oktober 2017,Kemanggisan,Palmerah, Kota Administrasi Jakarta Barat
-6.196376,106.895034,29 Oktober 2017,Jati,Pulogadung, Kota Administrasi Jakarta Timur
-6.148547,106.771355,29 Oktober 2017,Kapuk,Cengkareng, Kota Administrasi Jakarta Barat
-6.112277,106.788199,29 Oktober 2017,Penjaringan,Penjaringan, Kota Administrasi Jakarta Utara
-6.18512,106.848717,29 Oktober 2017,Kramat,Senen, Kota Administrasi Jakarta Pusat
-6.193536,106.839139,30 Oktober 2017,Ujung Menteng,Cakung, Kota Administrasi Jakarta Timur
-6.174512,106.899871,30 Oktober 2017,Kelapa Gading Timur,Kelapa Gading, Kota Administrasi Jakarta Utara
-6.152873,106.825078,30 Oktober 2017,Tamansari,Tamansari, Kota Administrasi Jakarta Barat
-6.182302,106.873158,30 Oktober 2017,Rawasari ,Cempaka Putih, Kota Administrasi Jakarta Pusat
-6.324923,106.869216,31 Oktober 2017,Ciracas,Ciracas, Kota Administrasi Jakarta Timur
-6.127352,106.876357,31 Oktober 2017,Papanggo,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.307635,106.876373,31 Oktober 2017,Rambutan,Ciracas, Kota Administrasi Jakarta Timur
-6.104152,106.914497,31 Oktober 2017,Kalibaru,Cilincing, Kota Administrasi Jakarta Utara
-6.131171,106.839811,01 November 2017,Pademangan Barat,Pademangan, Kota Administrasi Jakarta Utara
-6.251334,106.824732,31 Oktober 2017,Tegal Parang,Mampang Prapatan, Kota Administrasi Jakarta Selatan
-6.15528,106.870302,01 November 2017,Sunter Agung,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.206004,106.768708,01 November 2017,Kelapa Dua,Kebun Jeruk, Kota Administrasi Jakarta Barat
-6.119197,106.729155,01 November 2017,Kamal Muara,Penjaringan, Kota Administrasi Jakarta Utara
-6.144235,106.822486,02 November 2017,Tangki,Tamansari, Kota Administrasi Jakarta Barat
-6.133993,106.745548,01 November 2017,Kapuk,Cengkareng, Kota Administrasi Jakarta Barat
-6.197141,106.808318,02 November 2017,Petamburan,Tanah Abang, Kota Administrasi Jakarta Pusat
-6.261867,106.866737,02 November 2017,Cililitan,Kramat Jati, Kota Administrasi Jakarta Timur
-6.243736,106.816089,02 November 2017,Pela mampang,Mampang Prapatan, Kota Administrasi Jakarta Selatan
-6.147972,106.909178,03 November 2017,Pegangsaan dua,Kelapa Gading, Kota Administrasi Jakarta Utara
-6.160915,106.823844,03 November 2017,Kebon Kelapa ,Gambir, Kota Administrasi Jakarta Pusat
-6.301899,106.914566,03 November 2017,Bambu apus,Cipayung, Kota Administrasi Jakarta Timur
-6.257062,106.880339,03 November 2017,Kebon Pala,Makasar, Kota Administrasi Jakarta Timur
-6.276138,106.855092,03 November 2017,Bale Kambang,Kramat Jati, Kota Administrasi Jakarta Timur
-6.271497,106.830635,04 November 2017,Duren Tiga,Pancoran, Kota Administrasi Jakarta Selatan
-6.189589,106.770089,04 November 2017,Kedoya Selatan,Kebun Jeruk, Kota Administrasi Jakarta Barat
-6.112322,106.899666,05 November 2017,Lagoa,Koja, Kota Administrasi Jakarta Utara
-6.27039,106.859886,05 November 2017,Batu ampar,Kramat Jati, Kota Administrasi Jakarta Timur
-6.314998,106.913067,05 November 2017,Cilangkap,Cipayung, Kota Administrasi Jakarta Timur
-6.119915,106.807387,05 November 2017,Penjaringan,Penjaringan, Kota Administrasi Jakarta Utara
-6.184311,106.727306,05 November 2017,Kembangan selatan,Kembangan, Kota Administrasi Jakarta Barat
-6.134309,106.808337,05 November 2017,Roa Malaka,Tambora, Kota Administrasi Jakarta Barat
-6.151181,106.956109,06 November 2017,Rorotan,Cilincing, Kota Administrasi Jakarta Utara
-6.153666,106.868645,07 November 2017,Sunter Jaya,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.195668,106.895035,08 November 2017,Jati,Pulogadung, Kota Administrasi Jakarta Timur
-6.191969,106.835202,08 November 2017,Kampung Rawa ,Johar Baru, Kota Administrasi Jakarta Pusat
-6.189776,106.790651,08 November 2017,Kemanggisan,Palmerah, Kota Administrasi Jakarta Barat
-6.310985,106.785976,09 November 2017,Pondok Labu,Cilandak, Kota Administrasi Jakarta Selatan
-6.199314,106.885971,10 November 2017,Rawamangun,Pulogadung, Kota Administrasi Jakarta Timur
-6.182909,106.73983,10 November 2017,Kembangan Utara,Kembangan, Kota Administrasi Jakarta Barat
-6.255413,106.779424,10 November 2017,Kebayoran lama selatan,Kebayoran Lama, Kota Administrasi Jakarta Selatan
-6.146021,106.801614,10 November 2017,Jembatan Lima,Tambora, Kota Administrasi Jakarta Barat
-6.302664,106.83955,11 November 2017,Tanjung Barat,Jagakarsa, Kota Administrasi Jakarta Selatan
-6.226336,106.845967,11 November 2017,Menteng Dalam,Tebet, Kota Administrasi Jakarta Selatan
-6.26637,106.83485,11 November 2017,Kalibata,Pancoran, Kota Administrasi Jakarta Selatan
-6.17043,106.842804,11 November 2017,Senen,Senen, Kota Administrasi Jakarta Pusat
-6.168913,106.934494,11 November 2017,Cakung Barat,Cakung, Kota Administrasi Jakarta Timur
-6.193931,106.786384,12 November 2017,Palmerah,Palmerah, Kota Administrasi Jakarta Barat
-6.118679,106.957388,12 November 2017,Marunda,Cilincing, Kota Administrasi Jakarta Utara
-6.294456,106.83773,12 November 2017,Pasar minggu,Pasar Minggu, Kota Administrasi Jakarta Selatan
-6.244665,106.805736,13 November 2017,Melawai,Kebayoran Baru, Kota Administrasi Jakarta Selatan
-6.165872,106.790842,13 November 2017,Grogol,Grogol Petamburan, Kota Administrasi Jakarta Barat
-6.132566,106.840111,14 November 2017,Pademangan Barat,Pademangan, Kota Administrasi Jakarta Utara
-6.20949,106.799852,14 November 2017,Gelora ,Tanah Abang, Kota Administrasi Jakarta Pusat
-6.132985,106.812426,14 November 2017,Pinangsia,Tamansari, Kota Administrasi Jakarta Barat
-6.22927,106.87391,14 November 2017,Cipinang Cimpedak,Jatinegara, Kota Administrasi Jakarta Timur
-6.17679,106.717097,14 November 2017,Duri kosambi,Cengkareng, Kota Administrasi Jakarta Barat
-6.344037,106.800909,14 November 2017,Ciganjur,Jagakarsa, Kota Administrasi Jakarta Selatan
-6.147701,106.838181,15 November 2017,Gunung Sahari Utara ,Sawah Besar, Kota Administrasi Jakarta Pusat
-6.16309,106.802079,15 November 2017,Duri Pulo,Gambir, Kota Administrasi Jakarta Pusat
-6.105756,106.939103,16 November 2017,Cilincing,Cilincing, Kota Administrasi Jakarta Utara
-6.211423,106.784991,16 November 2017,Grogol Utara,Kebayoran Lama, Kota Administrasi Jakarta Selatan
-6.267115,106.804454,16 November 2017,Cipete Selatan,Cilandak, Kota Administrasi Jakarta Selatan
-6.267239,106.790248,17 November 2017,Gandaria Selatan,Cilandak, Kota Administrasi Jakarta Selatan
-6.205708,106.794521,17 November 2017,Palmerah,Palmerah, Kota Administrasi Jakarta Barat
-6.125636,106.733911,17 November 2017,Cengkareng Timur,Cengkareng, Kota Administrasi Jakarta Barat
-6.110818,106.907692,17 November 2017,Lagoa,Koja, Kota Administrasi Jakarta Utara
-6.120948,106.884085,17 November 2017,Sungai bambu,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.319224,106.875663,17 November 2017,Ciracas,Ciracas, Kota Administrasi Jakarta Timur
-6.295787,106.903843,18 November 2017,Lubang Buaya,Cipayung, Kota Administrasi Jakarta Timur
-6.158197,106.80124,18 November 2017,Kalianyar,Tambora, Kota Administrasi Jakarta Barat
-6.275988,106.859543,18 November 2017,Batu ampar,Kramat Jati, Kota Administrasi Jakarta Timur
-6.179256,106.796609,18 November 2017,Tomang,Grogol Petamburan, Kota Administrasi Jakarta Barat
-6.306532,106.781807,18 November 2017,Lebak Bulus,Cilandak, Kota Administrasi Jakarta Selatan
-6.34461,106.814595,19 November 2017,Ciganjur,Jagakarsa, Kota Administrasi Jakarta Selatan
-6.191664,106.951147,20 November 2017,Cakung Timur,Cakung, Kota Administrasi Jakarta Timur
-6.138874,106.791092,20 November 2017,Pejagalan,Penjaringan, Kota Administrasi Jakarta Utara
-6.202494,106.824957,20 November 2017,Menteng,Menteng, Kota Administrasi Jakarta Pusat
-6.192291,106.857783,21 November 2017,Rawasari ,Cempaka Putih, Kota Administrasi Jakarta Pusat
